Name,page,Category,Paper 1,paper_1_link,Paper 2,paper_2_link
"van Dijk, Ingrid",https://portal.research.lu.se/portal/en/persons/ingrid-van-dijk(a060ce68-4647-4477-848a-1bd6c0202780).html,"Family, social demography","Like Mother, Like Daughter. Intergenerational Transmission of Infant Mortality Clustering in Zeeland, the Netherlands, 1833-1912",https://repository.ubn.ru.nl/bitstream/handle/2066/187251/187251.pdf,Early-life mortality clustering in families: A literature review,https://www.tandfonline.com/doi/full/10.1080/00324728.2018.1448434
"Van Hook, Jennifer",https://sociology.la.psu.edu/people/jxv21,"Migration, environment, economic demography",Immigration and living arrangements: Moving beyond economic need versus acculturation,https://link.springer.com/article/10.1353/dem.2007.0019,"Ineligible parents, eligible children: Food stamps receipt, allotments, and food insecurity among children of immigrants",https://www.sciencedirect.com/science/article/abs/pii/S0049089X04000869
"Van Raalte, Alyson",https://www.demogr.mpg.de/en/about_us_6113/staff_directory_1899/alyson_van_raalte_1575/,"Mortality, health, aging, biodemography",The case for monitoring life-span inequality,https://science.sciencemag.org/content/362/6418/1002.summary,Lifespan variation by occupational class: Compression or stagnation over time?,https://link.springer.com/content/pdf/10.1007/s13524-013-0253-x.pdf
"van Solinge, Hanna",https://scholar.google.nl/citations?user=TT4y1U0AAAAJ&hl=en,"Mortality, health, aging, biodemography",Adjustment to and satisfaction with retirement: two of a kind?,10.1037/0882-7974.23.2.422,"Living longer, working longer? The impact of subjective life expectancy on retirement intentions and behaviour",10.1093/eurpub/ckp118
"VanWey, Leah",https://www.brown.edu/academics/sociology/people/leah-vanwey,"Migration, environment, economic demography",Household demographic change and land use/land cover change in the Brazilian Amazon,https://link.springer.com/content/pdf/10.1007/s11111-007-0040-y.pdf,Theories Underlying the Study of Human-Environmenta Interactions,https://books.google.com/books?hl=en&lr=&id=rkplSGlHJmwC&oi=fnd&pg=PA23&dq=info:dYXZktdAhpUJ:scholar.google.com&ots=fPv6O7khoo&sig=TKdNE3zfkJOiKchUo71n03I0M4w#v=onepage&q&f=false
"Vargha, Lili",https://www.demografia.hu/en/staff-vargha-lili,"Family, social demography",The Quantity‐Quality Tradeoff: A Cross‐Country Comparison of Market and Nonmarket Investments per Child in Relation to Fertility,https://onlinelibrary.wiley.com/doi/abs/10.1111/padr.12245?af=R&utm_campaign=Feed%3A+PopulationAndDevelopmentReview+%28Population+and+Development+Review%29&utm_medium=feed&utm_source=feedburner,Household production and consumption over the life cycle: National Time Transfer Accounts in 14 European countries,https://www.demographic-research.org/volumes/vol36/32/default.htm
"Vasconcelos, Ana Maria Nogales",https://orcid.org/0000-0001-7589-107X,"Migration, environment, economic demography",Heterogeneity among Young People Neither in Employment Nor in Education in Brazil,https://journals.sagepub.com/doi/full/10.1177/0002716220913234,Causes of death among people living with HIV/AIDS in Brazil,https://www.sciencedirect.com/science/article/pii/S1413867010701124
"Vierboom, Yana",https://www.demogr.mpg.de/en/about_us_6113/staff_directory_1899/yana_catherine_vierboom_3786/,"Mortality, health, aging, biodemography","Trends in Alcohol-Related Mortality by Educational Attainment in the U.S., 2000–2017",https://link.springer.com/article/10.1007%2Fs11113-019-09527-0,The contribution of differences in adiposity to educational disparities in mortality in the United States,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5759347/
"Visaria, Leela",http://gidr.ac.in/faculty/24,Fertility,Abortion in India: Ground Reality,https://books.google.ca/books/about/Abortion_in_India.html?id=E5IEAQAAIAAJ&redir_esc=y,Abortion in India: Emerging Issues from Qualitative Studies,https://www.jstor.org/stable/4415809?seq=1#metadata_info_tab_contents
"Vitali, Agnese",https://webapps.unitn.it/du/en/Persona/PER0212776/Curriculum,Fertility,Preference theory and low fertility: A comparative perspective,https://link.springer.com/content/pdf/10.1007/s10680-009-9178-x.pdf,Youth prospects in a time of economic recession,https://www.jstor.org/stable/26348180?seq=1#metadata_info_tab_contents
"Vlachantoni, Athina",http://www.cpc.ac.uk/about_us/the_team/50/Athina_Vlachantoni#staff,"Mortality, health, aging, biodemography",Social participation and health outcomes among carers in Great Britain,http://www.cpc.ac.uk/docs/PB47_Social_participation_and_health_outcomes_among_carers.pdf,Tackling chronic disease among 'left-behind' older people in India and China,http://www.cpc.ac.uk/docs/BP42_Chronic_disease_among_left_behind_older_people.pdf
"Vracic, Alida",https://ecfr.eu/profile/alida-vracic/,"Migration, environment, economic demography",The Way Back: Brain Drain and Prosperity in the Western Balkans,https://ecfr.eu/publication/the_way_back_brain_drain_and_prosperity_in_the_western_balkans/,Luck like the Irish: How emigration can be good for the Western Balkans,https://ecfr.eu/publication/luck_like_the_irish_how_emigration_can_be_good_for_the_western_balkans/
"Wahba, Jackline",http://www.cpc.ac.uk/about_us/the_team/51/Jackline_Wahba#staff,"Migration, environment, economic demography",Intentions and outcomes of graduating international students,http://www.cpc.ac.uk/docs/BP43_Intentions_&_outcomes_of_graduating_international_students.pdf,Empowering the NHS: Challenges for the pandemic,http://www.cpc.ac.uk/docs/PB53_Empowering_the_NHS_challenges_for_the_pandemic.pdf
"Wajnman, Simone",https://geesc.cedeplar.ufmg.br/integrantes/simone-wajnman/,"Migration, environment, economic demography",The motherhood penalty: participation in the labor market and job quality of women with children,https://www.scielo.br/scielo.php?pid=S0102-30982019000100159&script=sci_abstract,From the causes to the economic consequences of the demographic transition in Brazil,https://www.researchgate.net/publication/262700193_From_the_causes_to_the_economic_consequences_of_the_demographic_transition_in_Brazil
"Washington, Chanell",https://sociology.la.psu.edu/people/cbw5192,"Family, social demography",Romantic Relationship Quality of Youth with Two Biological Parents and Stepfathers,https://journals.sagepub.com/doi/abs/10.1177/0192513X20941906,Patterns of Shared Religious Attendance and Positive Stepfamily Functioning,https://onlinelibrary.wiley.com/doi/10.1111/jora.12409
"Watkins, Susan",https://ccpr.ucla.edu/watkins/,"Family, social demography","If all we knew about women was what we read in Demography, what would we know?",https://link.springer.com/article/10.2307/2061806,Demographic Foundations of Family Change,https://www.jstor.org/stable/2095354?seq=1#metadata_info_tab_contents
"Weisshaar, Kate",http://www.kateweisshaar.com/,"Family, social demography",Labor Force Participation Over the Life Course: The Long-Term Effects of Employment Trajectories on Wages and the Gender Wage Gap,https://pubmed.ncbi.nlm.nih.gov/31997232/,Publish and Perish? An Assessment of Gender Gaps in Promotion to Tenure in Academia,https://academic.oup.com/sf/article/96/2/529/3897008?guestAccessKey=edcee817-fdf5-4dbf-ad07-5ca46818a6c7
"Winkler-Dworak, Maria",https://www.wittgensteincentre.org/en/staff/member/winkler-dworak.htm,"Family, social demography","Simulating family life courses: An application for Italy, Great Britain, Norway and Sweden.",https://doi.org/10.4054/DemRes.2021.44.1, The Mathematics of Ageing: Linking Demography and Operations Research to study the Greying of Academia,https://doi.org/10.1007/s10100-019-00661-w
"Wong, Laura Lidia Rodríguez",http://somos.ufmg.br/professor/laura-lidia-rodriguez-wong,"Mortality, health, aging, biodemography",The rapid process of aging in Brazil: serious challenges for public policies,https://www.scielo.br/scielo.php?pid=S0102-30982006000100002&script=sci_abstract,Evidences of further decline of fertility in Latina America: Reproductive behavior and some thoughts on the consequences on the age structure,https://iussp2009.princeton.edu/papers/93516
"Wong, Rebeca",https://www.utmb.edu/scoa/membership/rebeca-wong,"Migration, environment, economic demography",Cohort Profile: The Mexican Health and Aging Study (MHAS),MHAS]https://doi.org/10.1093/ije/dyu263,Wealth in middle and old age in Mexico: The role of international migration,https://doi.org/10.1111/j.1747-7379.2007.00059.x
"Wright, Laura",https://artsandscience.usask.ca/profile/LWright#/profile,"Family, social demography",Union Transitions and Fertility within First Premarital Cohahitations in Canada: Diverging Trends by Education,https://crdcn.org/union-transitions-and-fertility-within-first-premarital-cohabitations-canada-diverging-patterns,Healthy Grandparenthood: How long is it and how has it Changed?,https://www.niussp.org/article/healthy-grandparenthood-how-long-is-it-and-how-has-it-changed/
"Wrigley-Field, Elizabeth",https://www.ssc.wisc.edu/~efield/,"Mathematical, statistical, digital demography, population projection",Mortality deceleration and mortality selection: Three unexpected implications of a simple model,https://link.springer.com/content/pdf/10.1007/s13524-013-0256-7.pdf,Multidimensional Mortality Selection: Why Individual Dimensions of Frailty Don’t Act Like Frailty,https://link.springer.com/content/pdf/10.1007/s13524-020-00858-8.pdf
"Yahirun, Jenjira",https://www.bgsu.edu/arts-and-sciences/sociology/people/jenjira-yahirun.html,"Family, social demography",Offspring Migration and Parents' Emotional and Psychological Well-being in Mexico.,https://doi.org/10.1111/jomf.12479,The Education of Multiple Family Members and the Life Course Pathways to Cognitive Impairment.,https://doi.org/10.1093/geronb/gbaa039
"Yeatman, Sara",https://clas.ucdenver.edu/hbsc/sara-yeatman,"Family, social demography",Young Women's Dynamic Family Size Preferences in the Context of Transitioning Fertility,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3786023/,The Flexibility of Fertility Preferences in a Context of Uncertainty,https://onlinelibrary.wiley.com/doi/full/10.1111/padr.12114
"Yellow Horse, Aggie",https://sites.google.com/view/yellowhorse/home,"Family, social demography",Immigrant Enclaves and Inadequate Prenatal Care among Mexican-origin Mothers,https://www.ingentaconnect.com/content/png/ajhb/2017/00000041/00000005/art00013,Understanding the Relationships between Diverse Family Structures and the Development of Emotion Regulation of Mexican-Origin Children: Population-Based Estimates,https://link.springer.com/article/10.1007/s12187-017-9482-7
"Yi, Youngmin",https://www.human.cornell.edu/people/yy567,"Family, social demography","Leaving Home, Entering Institutions: Implications for Home-Leaving in the Transition to Adulthood",https://onlinelibrary.wiley.com/doi/abs/10.1111/jomf.12616,Can Foster Care Interventions Diminish Justice System Inequality?,https://futureofchildren.princeton.edu/sites/futureofchildren/files/media/foc_vol_28.1_reducing_justice_compiled_5-1_0.pdf
"Yildiz, Dilek",http://www.wittgensteincentre.org/en/staff/member/yildiz.htm,"Mathematical, statistical, digital demography, population projection",Estimating population counts with capture-recapture models in the context of erroneous records in linked administrative data,https://www.oeaw.ac.at/fileadmin/subsites/Institute/VID/PDF/Publications/Working_Papers/WP2017_15.pdf,Using Twitter data for demographic research,https://www.demographic-research.org/volumes/vol37/46/
"Zang, Emma",http://www.emmazang.net/,"Mortality, health, aging, biodemography",Recent trends in US mortality in early and middle adulthood: racial/ethnic disparities in inter-cohort patterns,https://academic.oup.com/ije/article-abstract/48/3/934/5224527,Frustrated achievers or satisfied losers? Inter-and intragenerational social mobility and happiness in China,https://www.sociologicalscience.com/download/vol-3/september/SocSci_v3_779to800.pdf
"Zanotto, Lucia",https://www.unive.it/data/persone/18834033/pubb_anno,"Mathematical, statistical, digital demography, population projection",An EM algorithm to fit truncated mortality data,https://iris.unive.it/handle/10278/3715483,A mixture-function mortality model: illustration of the evolution of Premature Mortality,https://link.springer.com/article/10.1007/s10680-019-09552-x
"Zarulli, Virginia",https://portal.findresearcher.sdu.dk/en/persons/vzarulli,"Mortality, health, aging, biodemography",Women live longer than men even during severe famines and epidemics,https://www.pnas.org/content/115/4/E832?xid=PS_smithsonian,Mortality by education level at late-adult ages in Turin: a survival analysis using frailty models with period and cohort approaches ,https://bmjopen.bmj.com/content/3/7/e002841.short
"Zhang, Junni",https://www.bayesiandemography.com/people,"Mathematical, statistical, digital demography, population projection",Likelihood-Based Analysis of Causal Effects of Job-Training Programs Using Principal Stratification,https://doi.org/10.1198/jasa.2009.0012,Fully Bayesian Benchmarking of Small Area Estimation Models,https://doi.org/10.2478/JOS-2020-0010
"Zlotnik, Hania",https://www.un.org/en/development/desa/newsletter/desanews/cg/2012/02/index.html,"Migration, environment, economic demography",International migration 1965-96: An overview,https://doi.org/10.2307/2808151,The use of hypothetical cohorts in estimating demographic parameters under conditions of changing fertility and mortality,https://doi.org/10.2307/2061052
"Zoutewelle-Terovan, Mioara",https://nidi.nl/en/employees/mioara-zoutewelle-terovan/,"Mortality, health, aging, biodemography",Criminality and family formation: Effects of marriage and parenthood on criminal behavior for men and women,10.1177/0011128712441745,Swimming Against the Stream: Non-normative Family Transitions and Loneliness in Later Life Across 12 Nations,10.1093/geront/gnx184
"Zueras, Pilar",https://population-europe.eu/person/zueras,"Mortality, health, aging, biodemography",Old-age care provision in Spain in the context of a new system of long-term care and a lingering economic crisis,10.1007/s12062-018-9232-8,"Trends in disease-free life expectancy at age 65 in Spain: Diverging patterns by sex, region and disease",10.1371/journal.pone.0240923
